##SHEET:attacking_map
node_id|from_node_id|next_node_id|parent_action_id|position_family|recommended_followup_tree|is_terminal|edge_label|sort_order|priority_rank|start_position|role|your_action|partner_response|follow_up|end_position|outcome_type|success_condition|failure_risk|gi_no_gi|skill_level|priority|notes|key_details|common_mistakes|concept_tags|chain_family|energy_cost|video_ref_slot|counter_if_fails|reaction_tags|grip_tags
R-HIGH-C|Shoots high crotch|Opponent attacks inside leg high.|offensive|Standing|R-SPRAWL
R-DUCK-UNDER|Ducks under|Opponent slips under your arm to back.|offensive|Standing|
R-HEAD-OUTSIDE|Head outside on single|Opponent leaves head on outside of leg.|defensive|Standing|R-GUILLOTINE-SETUP
R-GUILLOTINE-SETUP|Sets up guillotine|Opponent wraps your neck during scramble.|offensive|Standing;Front headlock|
R-RUNS-PIPE|Runs the pipe on you|Opponent finishes single by circling.|offensive|Standing|
R-LIFTS-LEG|Lifts your leg|Opponent elevates captured leg.|offensive|Standing|
R-STANDS-IN-GUARD|Stands in your guard|Opponent stands up to break closed guard.|defensive|Closed guard|R-BREAKS-GUARD
R-BREAKS-GUARD|Breaks closed guard|Opponent opens your locked legs.|offensive|Closed guard|
R-KNEE-PIN|Knee pin (combat base)|Opponent postures on one knee in combat base.|defensive|Closed guard|
R-HEADQUARTERS|Establishes headquarters|Opponent controls your far knee while outside DLR/SLX.|offensive|Open guard|
R-LEG-DRAG|Leg drag pass|Opponent crosses your leg to opposite side to pass.|offensive|Open guard|R-GRAB-UNDERHOOK
R-GRAB-UNDERHOOK|Grabs underhook to recover|Bottom player reaches for underhook during leg drag.|defensive|Open guard|
R-TORREANDO|Torreando/bullfighter pass|Opponent pushes legs aside and sprints around.|offensive|Open guard|R-RECOVER-GUARD
R-RECOVER-GUARD|Recovers guard|Bottom player re-establishes guard.|defensive|Any|
R-OVER-UNDER|Over-under pass|Opponent stacks one leg, underhooks the other.|offensive|Open guard|R-GRAB-UNDERHOOK
R-FOLDS-LEG|Folds your leg|Opponent folds your leg during pass/entry.|offensive|Any|
R-TRIPODS-UP|Tripods up|Opponent posts on one hand + both feet to defend/reposition.|defensive|Guard|
R-TURTLE|Goes to turtle|Opponent shells up on hands/knees.|defensive|Any|
R-ROLLS-THROUGH|Rolls through|Opponent rolls forward/side to escape.|defensive|Any|
R-FRAMES-KNEE|Frames on knee|Opponent places hand/arm on your knee to stop you.|defensive|Any|
R-LEG-PUMMEL|Leg pummels|Opponent pummels inside leg position in leg entanglement.|offensive|Leg entanglement|R-KICK-FREE
R-KICK-FREE|Kicks leg free|Opponent frees leg from entanglement.|defensive|Leg entanglement|
R-ROTATES-OUT|Rotates out of leg lock|Opponent rotates hips to defend heel hook/ankle lock.|defensive|Leg entanglement|
R-BOOTS-UP|Boots up / pulls foot up|Opponent defends by pulling foot up and away from heel hook.|defensive|Leg entanglement|
R-CROSSES-KNEE|Crosses knee line|Opponent clears your knee line during a pass.|offensive|Passing|R-FRAMES
R-LONG-STEP|Long-step pass|Opponent long-steps around legs.|offensive|Half guard;SLX|R-COME-UP
R-COME-UP|Comes up on you|Bottom player climbs to single/dogfight during passing.|defensive|Half guard|
R-RE-GUARDS|Re-guards|Bottom player recovers from near-pass.|defensive|Passing|
R-CIRCLES|Circles to escape|Opponent circles hips/body to escape pin/position.|defensive|Any|
R-DOUBLE-WRIST|Double-wrist control|Opponent two-hand-grips your wrist to defend choke.|defensive|Back;Front headlock|
R-FIGHTS-GRIPS|Fights/strips grips|Opponent actively strips your grips.|defensive|Any|
R-OPENS-ELBOW|Opens elbow|Opponent elbow moves off body, exposing arm.|offensive|Mount;Back|
R-SIT-OUT|Sit-out|Opponent sits through from turtle/front headlock.|defensive|Front headlock;Turtle|R-BACK-TO-GUARD
R-BACK-TO-GUARD|Back to guard|Opponent regains guard from turtle.|defensive|Turtle|
R-GRANBY|Granby roll|Opponent rolls over shoulder to escape back/turtle.|defensive|Back;Turtle|
R-STANDS-UP|Stands up|Opponent stands up from position.|defensive|Any|
R-SWIMS-INSIDE|Swims inside|Opponent pummels arm inside for underhook.|offensive|Any|R-UNDERHOOK-FIGHT
R-2-ON-1|Two-on-one|Opponent wins a 2-on-1 grip.|offensive|Standing;Guard|
R-HAND-FIGHT|Hand fighting|Active grip exchange; no clear winner yet.|neutral|Standing;Back|
R-BASES-POSTS|Bases and posts|Opponent distributes weight wide with posts after being swept partially.|defensive|Guard|
R-WAITS|Passive/waits|Opponent stalls without committing.|neutral|Any|
R-SPINS-OUT|Spins out|Opponent spins out of position/scramble.|defensive|Any|
R-OVERHOOKS|Overhooks your arm|Opponent takes overhook on you.|defensive|Guard passing|
R-ROTATES-AWAY|Rotates shoulder/hips away|Subtle rotational escape from pins.|defensive|Side control;Mount|
R-LEG-STAPLE|Staples your leg|Opponent pins one of your legs for passing.|offensive|Open guard|
R-CROSS-GRIPS|Cross-grips|Opponent uses cross grip (opposite-side grip).|offensive|Open guard|
R-KNEE-CUT-THREAT|Knee cut threat|Opponent loads knee cut.|offensive|Half guard|R-UNDERHOOK-FIGHT
R-GUARD-RETENTION|Retains guard|Opponent actively frames/resets to keep guard.|defensive|Passing|
R-ELBOW-ESCAPE|Elbow escape|Opponent shrimps and recovers guard from mount.|defensive|Mount|
R-UPA|Upa / trap-and-roll|Opponent bridges to escape mount.|defensive|Mount|
R-PANTS-GRIP-DEFENSE|Controls your pants|Opponent grips your pants to defend pass.|defensive|Passing|R-STRIP-GRIPS
R-STRIP-GRIPS|Strips grips|Opponent strips your grips before you can attack.|defensive|Any|
R-HAND-ON-BELT|Hand in belt/waistband|Opponent controls your belt during scramble.|defensive|Turtle;Scramble|
R-MATRIX|Matrixes away|Opponent leans backward to avoid choke/grip.|defensive|Any|
R-CROSS-FACE-ESCAPE|Clears crossface|Opponent clears your crossface.|defensive|Passing|R-GETS-UNDERHOOK
R-INVERTS|Inverts|Opponent inverts under you (upside down guard).|defensive|Passing|
R-PASSIVE-BOTTOM|Stalling on bottom|Bottom player playing defensively only.|neutral|Any|

##SHEET:grips
grip_id|grip_name|grip_type|description|typical_positions|gi_no_gi
G-COLLAR-TIE|Collar tie|Tie-up|Hand behind neck/head for head control.|Standing;Front headlock|Both
G-SLEEVE|Sleeve grip|Gi grip|Grabs opponent sleeve cuff.|Open guard;Closed guard|Gi
G-COLLAR-SLEEVE|Collar + same-side sleeve|Gi grip|Standard collar-sleeve control combo.|Open guard;Closed guard|Gi
G-COLLAR-THUMB-IN|Deep collar, thumb in|Gi grip|Deep collar grip for chokes, thumb inside collar.|Closed guard;Back;Mount|Gi
G-COLLAR-PALM-DOWN|Collar grip, palm down|Gi grip|Second grip across neck for cross-collar.|Closed guard;Mount|Gi
G-COLLAR-GRIP|Collar grip (generic)|Gi grip|Generic lapel/collar grip.|Any|Gi
G-PANT-GRIP|Pant/knee grip|Gi grip|Grip at pants near knee/ankle.|Open guard;Passing;Back|Gi
G-LASSO|Lasso grip|Gi grip|Sleeve wrapped under/over bicep with leg.|Open guard|Gi
G-TWO-ON-ONE|Two-on-one|Tie-up|Both hands on a single opponent limb.|Standing;Guard|Both
G-WRIST-CONTROL|Wrist control|Tie-up|One hand gripping opponent wrist.|Any|Both
G-FIGURE-FOUR|Figure-four grip|Control|Wrist-to-wrist grip around opponent arm.|Kimura;Americana;Back|Both
G-UNDERHOOK|Underhook|Tie-up|Arm under opponent armpit for inside control.|Half guard;Passing;Standing|Both
G-OVERHOOK|Overhook|Tie-up|Arm over opponent arm.|Closed guard|Both
G-WHIZZER|Whizzer|Tie-up|Tight defensive overhook used during scrambles/passing.|Standing;Half guard|Both
G-SEATBELT|Seatbelt / Harness|Control|Over-one-shoulder and under-other-armpit grip.|Back control|Both
G-HEAD-CONTROL|Head control|Tie-up|Cupped hand/arm controlling opponent head.|Mount;Passing;Front headlock|Both
G-CROSSFACE|Crossface|Control|Forearm across opponent jaw/neck.|Half guard passing;Side control|Both
G-NECK-FRAME|Neck frame|Frame|Forearm into opponent jaw to block crossface.|Half guard bottom|Both
G-BICEP-FRAME|Bicep frame|Frame|Hand braced on opponent bicep to block pressure.|Open guard;Half guard bottom|Both
G-KNEE-SHIELD|Knee shield|Frame|Shin across opponent torso as a frame.|Half guard;Open guard|Both
G-FOOT-ON-HIP|Foot on hip|Frame|Foot braced on opponent hip to manage distance.|Open guard|Both
G-FOOT-ON-BICEP|Foot on bicep|Frame|Foot blocking opponent bicep.|Open guard|Both
G-ANKLE-GRIP|Ankle grip|Control|Hand around opponent ankle for sweeps/DLR/SLX.|Open guard|Both
G-DLR-HOOK|De la Riva hook|Hook|Foot hooked behind opponent far knee.|Open guard|Gi
G-BUTTERFLY-HOOK|Butterfly hook|Hook|Inside foot under opponent thigh for lift.|Butterfly;Half guard|Both
G-HANDS-LOCKED|Hands locked (Gable/S-grip)|Control|Hands clasped around opponent leg/body during takedown.|Standing|Both
G-TRICEP-GRIP|Tricep grip|Control|Hand cupping opponent tricep for sweep/drag.|Closed guard|Both
G-HIP-CONTROL|Hip control|Control|Arms wrapped around opponent hips.|Open guard;Front headlock|Both
G-ARM-TRAP|Arm trap|Control|Near-side elbow pinned to ribs during transitions.|Side control;Mount|Both
G-GIFT-WRAP|Gift wrap|Control|Opponent own arm trapped across their neck.|Mount|Both
G-GRAPEVINE|Grapevine|Hook|Feet/legs wrapped around opponent legs for base.|Mount|Both
G-GUILLOTINE-GRIP|Guillotine grip|Control|Blade-of-wrist grip under chin.|Front headlock;Closed guard|Both
G-ANACONDA-GRIP|Anaconda grip|Control|Arm-in grip threaded under far armpit.|Front headlock|Both
G-DARCE-GRIP|Darce grip|Control|Arm-in grip threaded under near armpit.|Front headlock|Both
G-DEEP-HALF-HUG|Deep half leg hug|Control|Both arms hugging one leg from deep half.|Deep half|Both
G-NONE|No grip|-|No applicable grip.|Any|Both
G-RDLR-HOOK|Reverse DLR (RDLR) hook|Hook|Outside foot hooks behind opponent near knee.|Open guard|Both
G-X-GUARD-HOOKS|X-guard hooks|Hook|Both feet entangled around one opponent leg (X configuration).|X-guard|Both
G-SLX-CONFIG|Single-leg-X hooks|Hook|One leg controls hip; shin behind knee; ankle trapped.|SLX|Both
G-KNEESHIELD-LASSO|Knee-shield + lasso|Frame|Knee shield with lasso grip combo.|Half guard|Gi
G-ASHI-GARAMI|Ashi garami (straight)|Leg entanglement|Outside foot on hip; inside shin behind knee; ankle line exposed.|Leg entanglement|Both
G-50-50|50/50|Leg entanglement|Legs crossed over opponent leg in mutual position.|Leg entanglement|Both
G-INSIDE-SANKAKU|Inside sankaku (inside triangle)|Leg entanglement|Inside triangle lock on opponent leg.|Leg entanglement|Both
G-OUTSIDE-ASHI|Outside ashi (outside heel hook pos)|Leg entanglement|Outside ashi used for outside heel hooks in IBJJF/no-gi rule-dependent.|Leg entanglement|Both
G-HONEYHOLE|Honey hole / 411 / saddle|Leg entanglement|Inside sankaku with hip/heel exposure; advanced.|Leg entanglement|No-gi
G-BODY-LOCK|Body lock|Tie-up|Both arms wrapped around opponent torso.|Standing;Back|Both
G-OVERHOOK-NOGI|Russian 2-on-1|Tie-up|Overhook arm + wrist pull; wrestling grip.|Standing|No-gi
G-INSIDE-TIE|Inside bicep tie|Tie-up|Hand on inside of opponent bicep for wrestling control.|Standing|No-gi
G-HEAD-INSIDE|Head inside / inside-head control|Control|Head controlling the inside of opponent centerline.|Standing;Passing|Both
G-POWER-HALF|Power half / lapel wrap|Gi grip|Lapel wrapped around neck/body for control/chokes.|Any|Gi
G-WORM-GUARD-LAPEL|Worm guard lapel|Gi grip|Opponent own lapel fed to bottom for worm guard.|Open guard|Gi
G-LAPEL-UNDER-LEG|Lapel under leg|Gi grip|Opponent lapel fed under their own leg.|Open guard|Gi
G-SQUID-LAPEL|Squid guard lapel|Gi grip|Own lapel around opponent leg (squid guard).|Open guard|Gi
G-SPIDER-GRIP|Spider grip|Gi grip|Feet on biceps + sleeve grips.|Open guard|Gi
G-DOUBLE-UNDERS|Double-unders pass|Pass grip|Both arms under opponent legs during stack pass.|Passing|Both
G-SINGLE-UNDER|Single-under pass|Pass grip|One arm under opponent leg during pass.|Passing|Both
G-FAR-HIP|Far hip control|Control|Hand/arm on far hip during pass or side control.|Side control;Passing|Both
G-KIMURA-TRAP|Kimura trap grip|Control|Figure-four on arm with leg across to trap body.|Any|Both
G-MATA-LEON|Mata leão / RNC variant grip|Control|No-gi strangle grip variant.|Back|No-gi
G-CLOCK-COLLAR|Clock choke grip|Gi grip|Far collar + belt/near collar for clock choke.|Turtle|Gi
G-EZEKIEL-GRIP|Ezekiel grip|Gi grip|Sleeve-assisted forearm choke.|Closed guard;Mount|Gi
G-BOW-AND-ARROW-GRIP|Bow and arrow grip|Gi grip|Same-side collar + pant grip for bow-and-arrow choke.|Back|Gi
G-NEAR-HIP|Near hip control|Control|Hand on near hip during side control/passing.|Side control|Both
G-HEAD-ARM-TRIANGLE|Head and arm trap|Control|Head + one arm controlled together for triangle/arm-in chokes.|Any|Both
G-ROYLER-CHOKE-GRIP|Royler-style gi choke grip|Gi grip|Specific sleeve-under-arm choke grip.|Mount;Back|Gi
G-REAR-BEAR-HUG|Rear bear hug / body lock|Control|Body lock from back without hooks.|Back standing|Both
G-S-GRIP|S-grip|Control|Hand clasp variant used to stabilize locks.|Any|Both
G-BALL-AND-CHAIN|Ball-and-chain grip|Gi grip|Cross-collar + sleeve grip for guard passing.|Passing|Gi
G-TOZI-POSTURE|Tozi/wilson guard posture|Posture|Bear-hug posture from knees to defend closed guard.|Closed guard passing|Both
G-COMBAT-BASE|Combat base|Posture|One knee up/one down posture in opponent closed/open guard.|Guard passing|Both
G-STAGGERED-STANCE|Staggered stance|Posture|One foot forward stance for standing passes.|Guard passing|Both
G-INSIDE-SHIN|Inside shin check|Frame|Your shin checks opponent bicep/hip.|Open guard|Both
G-HALF-BUTTERFLY|Half butterfly hook|Hook|One butterfly hook while in half guard.|Half guard|Both
G-TAMPA-GRIP|Tampa-style under-the-leg grip|Grip|Underhook the leg grip for deep passing.|Passing|Both
G-BERIMBOLO-GRIP|Berimbolo grip|Gi grip|Belt/pants + DLR hook for back-taking inversion.|DLR/Berimbolo|Gi

##SHEET:concepts
concept_id|concept_name|type|description|applies_to|anti_pattern
C-POST|Posture|Principle|Keep spine aligned and weight centered to resist breakdowns and generate offense.|Closed guard passing, standing, front headlock|Slumping forward, hips too far back, looking down
C-FRAM|Frames|Principle|Use skeletal structure (forearms, shins, knees) to create/maintain space.|Half guard recovery, side control escape, open guard|Pushing with muscle instead of bone alignment
C-UNDE|Underhook Fight|Principle|Whoever wins inside position (underhook) usually wins the exchange.|Half guard, dogfight, standing, front headlock|Accepting the overhook; arm on the outside
C-HIPE|Hip Escape / Shrimp|Principle|Create space by moving hips away from the opponent, not by pushing.|Side control escape, guard recovery, open guard retention|Pushing with arms without moving hips
C-ANGL|Angle|Principle|Attack off the centerline; perpendicular or oblique angles beat square pressure.|Guard attacks, passing, back take|Staying square; pulling straight back
C-CONN|Connection / Chest-to-Chest|Principle|Maintain contact to feel reactions and prevent scrambles.|Passing, back control, pinning|Creating space for no reason; sitting up off them
C-LVLC|Level Change|Principle|Change levels before penetrating or attacking legs.|Takedowns, snapdown-to-single|Bending at the waist; reaching
C-BASE|Base|Principle|Keep hips under shoulders and a wide foundation to resist sweeps.|Mount, side control, passing|Narrow base, standing too tall in guard
C-PHIR|Position Hierarchy|Principle|Position before submission; never trade a better position for a low-% sub.|All positions|Giving up back/mount to force a finish
C-NECK|Neck Control|Principle|Control the head and you control the body; exposed neck opens chokes.|Front headlock, mount, back control|Ignoring head position during passes/sweeps
C-GRIP|Grip Fighting|Principle|First grip typically wins; strip their grips before setting your own.|Open guard, standing, passing|Setting grips without stripping theirs first
C-DIST|Distance Management|Principle|Control the range that favors your attack.|Standing, open guard|Fighting at opponent preferred range
C-HEAD|Head Position / Control|Principle|Whose head is higher/inside controls the exchange.|Takedowns, front headlock, passing|Head on outside of leg; head pulled down
C-TWOO|Two-on-One|Principle|Win a limb with two points of control to dictate the exchange.|Arm drag, grip fighting, wrist control|One-handed grips against two-handed defense
C-PSBR|Posture Breaking|Principle|Break posture before attacking from bottom guard positions.|Closed guard, rubber-guard-lite|Attacking with opponent upright and based
C-ARMI|Arm Isolation|Principle|Submission = isolated limb + control of far joint.|Kimura, armbar, triangle|Attacking with arm still connected to body
C-HIPM|Hip Mobility|Principle|Rotate hips freely to change angles and escape bad positions.|Guard, armbar, escapes|Flat hips under pressure
C-BREK|Base Breaking|Principle|Sweeps work by removing a post; load weight, then remove.|Closed guard sweeps, open guard|Sweeping without loading weight first
C-PRES|Pressure|Principle|Pressure = weight + connection + timing, not just being heavy.|Passing, pinning|Leaning on arms; no connection
C-REAC|Reaction-Based Attack|Principle|Attack in response to what they give you rather than forcing a plan.|Chains, scrambles|Forcing attacks that are not there
C-INVERT|Inversion|Principle|Controlled use of upside-down/shoulder-based body positions for attacks/escapes.|Berimbolo, omoplata, guard retention|Inverting without a reason; neck-crunching
C-INSIDE-POS|Inside Position|Principle|Winning the inside line of arms, legs, or head generally wins exchanges.|Wrestling, passing, leg locks|Fighting on the outside of limbs
C-LEG-ENTANGLE|Leg Entanglement Control|Principle|Control the line of attack on a leg (knee line) to apply locks safely/effectively.|50/50, ashi, honey hole|Attacking leg locks with no hip/knee control
C-HIP-HEAVY|Hip-Heavy Passing|Principle|Use hip-to-hip connection and weight over hips to pass.|Passing|Passing with weight on hands/shoulders
C-INVISIBLE-MILE|"Invisible Mile" / Tiny Details|Principle|Small grip, foot, and head adjustments compound into big advantages.|All|Chasing the big move and ignoring details
C-RULESET|Ruleset Awareness|Principle|Knowing what is legal (heel hooks, slams, knee reaping) for your ruleset.|Leg locks, competition|Training unsafe/illegal moves for your context
C-TEMPO|Tempo|Principle|Control the speed of exchanges to favor your energy curve.|All|Always going 100%; giving the opponent your pace
C-SCRAMBLE|Scramble Ethics|Principle|During scrambles, who controls the head/underhook first wins.|Scrambles, passing|Spazzing without intent in a scramble
C-BREATH|Breathing / Rest|Principle|Efficient breathing sustains technique under fatigue.|All|Holding breath under pressure
C-CHAIN|Chain Wrestling / Attack Chains|Principle|One failed attempt feeds the next; never rely on a single move.|Takedowns, submissions|Reps of only isolated moves
C-FAKE-COMMIT|Fakes and Commits|Principle|Use fakes to bait reactions, then commit to the real attack.|Passing, takedowns|Pure fakes with no follow-through
C-WEIGHT-DIST|Weight Distribution|Principle|Where your weight sits determines what you can attack and defend.|Mount, side control, passing|Weight on wrong hip/leg during pass
C-RETREAT-THRESH|Retreat Threshold|Principle|Know when to abandon an attack and reset to maintain position.|All|Forcing failed attacks and losing position
C-ENERGY-MGMT|Energy Management|Principle|Budget effort; hard moments should be few and decisive.|Competition, long rolls|Constant tension throughout the round
